drug_name	drug_id	chembl_id	atc_code	atc_level1	atc_level1_desc
ANIDULAFUNGIN	DRUG:ANIDULAFUNGIN	CHEMBL264241	J02AX06	J	Antiinfectives for systemic use
ATOSIBAN	DRUG:ATOSIBAN	CHEMBL382301	G02CX01	G	Genito-urinary system and sex hormones
FLUCYTOSINE	DRUG:FLUCYTOSINE	CHEMBL1463	J02AX01	J	Antiinfectives for systemic use
SINCALIDE	DRUG:SINCALIDE	CHEMBL1121	V04CC03	V	Various
TAFAMIDIS	DRUG:TAFAMIDIS	CHEMBL2103837	N07XX08	N	Nervous system
IVACAFTOR	DRUG:IVACAFTOR	CHEMBL2010601	R07AX02	R	Respiratory system
DELAMANID	DRUG:DELAMANID	CHEMBL218650	J04AK06	J	Antiinfectives for systemic use
CROFELEMER	DRUG:CROFELEMER	CHEMBL2108184	A07XA06	A	Alimentary tract and metabolism
PROCHLORPERAZINE	DRUG:PROCHLORPERAZINE	CHEMBL728	N05AB04	N	Nervous system
NITROGLYCERIN	DRUG:NITROGLYCERIN	CHEMBL730	C01DA52	C	Cardiovascular system
LEVOSIMENDAN	DRUG:LEVOSIMENDAN	CHEMBL2051955	C01CX08	C	Cardiovascular system
GLYCERIN	DRUG:GLYCERIN	CHEMBL692	A06AX01	A	Alimentary tract and metabolism
AMBRISENTAN	DRUG:AMBRISENTAN	CHEMBL1111	C02KX02	C	Cardiovascular system
ANASTROZOLE	DRUG:ANASTROZOLE	CHEMBL1399	L02BG03	L	Antineoplastic and immunomodulating agents
ATROPINE	DRUG:ATROPINE	CHEMBL517712	A03BA01	A	Alimentary tract and metabolism
CABERGOLINE	DRUG:CABERGOLINE	CHEMBL1201087	G02CB03	G	Genito-urinary system and sex hormones
ELIGLUSTAT	DRUG:ELIGLUSTAT	CHEMBL2110588	A16AX10	A	Alimentary tract and metabolism
THALIDOMIDE	DRUG:THALIDOMIDE	CHEMBL468	L04AX02	L	Antineoplastic and immunomodulating agents
INTERFERON ALFA	DRUG:INTERFERON ALFA	CHEMBL2108506	L03AB01	L	Antineoplastic and immunomodulating agents
ZOTEPINE	DRUG:ZOTEPINE	CHEMBL285802	N05AX11	N	Nervous system
FLUOCINOLONE ACETONIDE	DRUG:FLUOCINOLONE ACETONIDE	CHEMBL989	S02BA08	S	Sensory organs
TRAVOPROST	DRUG:TRAVOPROST	CHEMBL1200799	S01EE04	S	Sensory organs
ISOCARBOXAZID	DRUG:ISOCARBOXAZID	CHEMBL1201168	N06AF01	N	Nervous system
MELPERONE	DRUG:MELPERONE	CHEMBL1531134	N05AD03	N	Nervous system
MELPHALAN	DRUG:MELPHALAN	CHEMBL852	L01AA03	L	Antineoplastic and immunomodulating agents
PRILOCAINE	DRUG:PRILOCAINE	CHEMBL1194	N01BB04	N	Nervous system
PRILOCAINE	DRUG:PRILOCAINE	CHEMBL1194	N01BB54	N	Nervous system
RETINOL	DRUG:RETINOL	CHEMBL986	D10AD02	D	Dermatologicals
OXYGEN	DRUG:OXYGEN	CHEMBL1234886	V03AN01	V	Various
CARGLUMIC ACID	DRUG:CARGLUMIC ACID	CHEMBL1201780	A16AA05	A	Alimentary tract and metabolism
TEDUGLUTIDE	DRUG:TEDUGLUTIDE	CHEMBL2104987	A16AX08	A	Alimentary tract and metabolism
OSPEMIFENE	DRUG:OSPEMIFENE	CHEMBL2105395	G03XC05	G	Genito-urinary system and sex hormones
SULFAMETHIZOLE	DRUG:SULFAMETHIZOLE	CHEMBL1191	S01AB01	S	Sensory organs
CEFEPIME	DRUG:CEFEPIME	CHEMBL186	J01DE01	J	Antiinfectives for systemic use
AMPHOTERICIN B	DRUG:AMPHOTERICIN B	CHEMBL267345	J02AA01	J	Antiinfectives for systemic use
AMMONIUM CHLORIDE	DRUG:AMMONIUM CHLORIDE	CHEMBL1200939	B05XA04	B	Blood and blood forming organs
CLONIDINE	DRUG:CLONIDINE	CHEMBL134	C02AC01	C	Cardiovascular system
MOXIFLOXACIN	DRUG:MOXIFLOXACIN	CHEMBL32	J01MA14	J	Antiinfectives for systemic use
MOXIFLOXACIN	DRUG:MOXIFLOXACIN	CHEMBL32	S01AE07	S	Sensory organs
ALFACALCIDOL	DRUG:ALFACALCIDOL	CHEMBL1601669	A11CC03	A	Alimentary tract and metabolism
HYDROGEN PEROXIDE	DRUG:HYDROGEN PEROXIDE	CHEMBL71595	A01AB02	A	Alimentary tract and metabolism
HYDROGEN PEROXIDE	DRUG:HYDROGEN PEROXIDE	CHEMBL71595	D11AX25	D	Dermatologicals
RIFAPENTINE	DRUG:RIFAPENTINE	CHEMBL1660	J04AB05	J	Antiinfectives for systemic use
TELITHROMYCIN	DRUG:TELITHROMYCIN	CHEMBL1136	J01FA15	J	Antiinfectives for systemic use
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	DRUG:COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	CHEMBL2108709	D03BA52	D	Dermatologicals
GUAIFENESIN	DRUG:GUAIFENESIN	CHEMBL980	R05CA03	R	Respiratory system
METHAZOLAMIDE	DRUG:METHAZOLAMIDE	CHEMBL19	S01EC05	S	Sensory organs
FOSFOMYCIN	DRUG:FOSFOMYCIN	CHEMBL1757	S02AA17	S	Sensory organs
BISACODYL	DRUG:BISACODYL	CHEMBL942	A06AB02	A	Alimentary tract and metabolism
DEMECLOCYCLINE	DRUG:DEMECLOCYCLINE	CHEMBL1591	D06AA01	D	Dermatologicals
DEMECLOCYCLINE	DRUG:DEMECLOCYCLINE	CHEMBL1591	J01AA01	J	Antiinfectives for systemic use
IBANDRONIC ACID	DRUG:IBANDRONIC ACID	CHEMBL997	M05BA06	M	Musculo-skeletal system
FOLIC ACID	DRUG:FOLIC ACID	CHEMBL1622	V04CX02	V	Various
MANNITOL	DRUG:MANNITOL	CHEMBL689	B05BC01	B	Blood and blood forming organs
FOLLITROPIN BETA	DRUG:FOLLITROPIN BETA	CHEMBL5315126	G03GA06	G	Genito-urinary system and sex hormones
DOXYCYCLINE	DRUG:DOXYCYCLINE	CHEMBL1200699	A01AB22	A	Alimentary tract and metabolism
PROTIONAMIDE	DRUG:PROTIONAMIDE	CHEMBL1378024	J04AD01	J	Antiinfectives for systemic use
MEMANTINE	DRUG:MEMANTINE	CHEMBL807	N06DX01	N	Nervous system
NITISINONE	DRUG:NITISINONE	CHEMBL1337	A16AX04	A	Alimentary tract and metabolism
NIFEDIPINE	DRUG:NIFEDIPINE	CHEMBL193	C08CA05	C	Cardiovascular system
ALPRAZOLAM	DRUG:ALPRAZOLAM	CHEMBL661	N05BA12	N	Nervous system
DIFLUPREDNATE	DRUG:DIFLUPREDNATE	CHEMBL1201749	D07AC19	D	Dermatologicals
MOMETASONE FUROATE	DRUG:MOMETASONE FUROATE	CHEMBL1161	D07XC03	D	Dermatologicals
THEOPHYLLINE	DRUG:THEOPHYLLINE	CHEMBL1355736	R03DA04	R	Respiratory system
CALCIUM GLUCONATE	DRUG:CALCIUM GLUCONATE	CHEMBL2106119	B05XA19	B	Blood and blood forming organs
GADOXETIC ACID	DRUG:GADOXETIC ACID	CHEMBL2221312	V08CA10	V	Various
FENTANYL	DRUG:FENTANYL	CHEMBL596	N02AB03	N	Nervous system
ARTESUNATE	DRUG:ARTESUNATE	CHEMBL361497	P01BE03	P	Antiparasitic products
TETRACYCLINE	DRUG:TETRACYCLINE	CHEMBL1440	S01AA09	S	Sensory organs
EVEROLIMUS	DRUG:EVEROLIMUS	CHEMBL1908360	L01EG02	L	Antineoplastic and immunomodulating agents
SORAFENIB	DRUG:SORAFENIB	CHEMBL1336	L01EX02	L	Antineoplastic and immunomodulating agents
DOLUTEGRAVIR	DRUG:DOLUTEGRAVIR	CHEMBL1229211	J05AJ03	J	Antiinfectives for systemic use
DRONABINOL	DRUG:DRONABINOL	CHEMBL465	A04AD10	A	Alimentary tract and metabolism
URAPIDIL	DRUG:URAPIDIL	CHEMBL279229	C02CA06	C	Cardiovascular system
ESTRIOL	DRUG:ESTRIOL	CHEMBL193482	G03CA04	G	Genito-urinary system and sex hormones
ALITRETINOIN	DRUG:ALITRETINOIN	CHEMBL705	D11AH04	D	Dermatologicals
CICLOPIROX	DRUG:CICLOPIROX	CHEMBL1413	D01AE14	D	Dermatologicals
ROMIDEPSIN	DRUG:ROMIDEPSIN	CHEMBL343448	L01XH02	L	Antineoplastic and immunomodulating agents
TRIAMCINOLONE	DRUG:TRIAMCINOLONE	CHEMBL1451	R01AD11	R	Respiratory system
BORTEZOMIB	DRUG:BORTEZOMIB	CHEMBL325041	L01XG01	L	Antineoplastic and immunomodulating agents
SARGRAMOSTIM	DRUG:SARGRAMOSTIM	CHEMBL1201670	L03AA09	L	Antineoplastic and immunomodulating agents
SERTACONAZOLE	DRUG:SERTACONAZOLE	CHEMBL1201196	D01AC14	D	Dermatologicals
TERFENADINE	DRUG:TERFENADINE	CHEMBL17157	R06AX12	R	Respiratory system
DIGOXIN	DRUG:DIGOXIN	CHEMBL1751	C01AA05	C	Cardiovascular system
TRICLOSAN	DRUG:TRICLOSAN	CHEMBL849	D08AE04	D	Dermatologicals
TOREMIFENE	DRUG:TOREMIFENE	CHEMBL1655	L02BA02	L	Antineoplastic and immunomodulating agents
POLYMYXIN B	DRUG:POLYMYXIN B	CHEMBL5314354	J01XB02	J	Antiinfectives for systemic use
PROMETHAZINE	DRUG:PROMETHAZINE	CHEMBL643	R06AD52	R	Respiratory system
AZELASTINE	DRUG:AZELASTINE	CHEMBL639	R01AC03	R	Respiratory system
PROPAFENONE	DRUG:PROPAFENONE	CHEMBL631	C01BC03	C	Cardiovascular system
EPINASTINE	DRUG:EPINASTINE	CHEMBL1106	S01GX10	S	Sensory organs
DILTIAZEM	DRUG:DILTIAZEM	CHEMBL23	C05AE03	C	Cardiovascular system
ACETAZOLAMIDE	DRUG:ACETAZOLAMIDE	CHEMBL20	S01EC01	S	Sensory organs
ARTICAINE	DRUG:ARTICAINE	CHEMBL1093	N01BB08	N	Nervous system
EZETIMIBE	DRUG:EZETIMIBE	CHEMBL1138	C10AX09	C	Cardiovascular system
CRIZOTINIB	DRUG:CRIZOTINIB	CHEMBL601719	L01ED01	L	Antineoplastic and immunomodulating agents
CEFAZOLIN	DRUG:CEFAZOLIN	CHEMBL1435	J01DB04	J	Antiinfectives for systemic use
BENZYDAMINE	DRUG:BENZYDAMINE	CHEMBL12610	G02CC03	G	Genito-urinary system and sex hormones
ADEFOVIR DIPIVOXIL	DRUG:ADEFOVIR DIPIVOXIL	CHEMBL922	J05AF08	J	Antiinfectives for systemic use
ACETYLCHOLINE	DRUG:ACETYLCHOLINE	CHEMBL667	S01EB09	S	Sensory organs
CEFOTIAM	DRUG:CEFOTIAM	CHEMBL1296	J01DC07	J	Antiinfectives for systemic use
FLECAINIDE	DRUG:FLECAINIDE	CHEMBL652	C01BC04	C	Cardiovascular system
FEXOFENADINE	DRUG:FEXOFENADINE	CHEMBL914	R06AX26	R	Respiratory system
SIROLIMUS	DRUG:SIROLIMUS	CHEMBL413	S01XA23	S	Sensory organs
MONTELUKAST	DRUG:MONTELUKAST	CHEMBL787	R03DC53	R	Respiratory system
FLURAZEPAM	DRUG:FLURAZEPAM	CHEMBL968	N05CD01	N	Nervous system
PAPAVERINE	DRUG:PAPAVERINE	CHEMBL19224	G04BE52	G	Genito-urinary system and sex hormones
SOLIFENACIN	DRUG:SOLIFENACIN	CHEMBL1734	G04BD08	G	Genito-urinary system and sex hormones
CHLORPHENIRAMINE	DRUG:CHLORPHENIRAMINE	CHEMBL505	R06AB04	R	Respiratory system
BENAZEPRIL	DRUG:BENAZEPRIL	CHEMBL838	C09AA07	C	Cardiovascular system
EPINEPHRINE	DRUG:EPINEPHRINE	CHEMBL679	R03AA01	R	Respiratory system
EPINEPHRINE	DRUG:EPINEPHRINE	CHEMBL679	S01EA51	S	Sensory organs
ALTEPLASE	DRUG:ALTEPLASE	CHEMBL1201593	B01AD02	B	Blood and blood forming organs
ALTEPLASE	DRUG:ALTEPLASE	CHEMBL1201593	S01XA13	S	Sensory organs
ENTACAPONE	DRUG:ENTACAPONE	CHEMBL953	N04BX02	N	Nervous system
RASBURICASE	DRUG:RASBURICASE	CHEMBL1201594	V03AF07	V	Various
SOMATOSTATIN	DRUG:SOMATOSTATIN	CHEMBL1823872	H01CB01	H	Systemic hormonal preparations
ENASIDENIB	DRUG:ENASIDENIB	CHEMBL3989908	L01XM01	L	Antineoplastic and immunomodulating agents
DIFELIKEFALIN	DRUG:DIFELIKEFALIN	CHEMBL3989915	V03AX04	V	Various
TIANEPTINE	DRUG:TIANEPTINE	CHEMBL1289110	N06AX14	N	Nervous system
BROMPHENIRAMINE	DRUG:BROMPHENIRAMINE	CHEMBL811	R06AB51	R	Respiratory system
BUSPIRONE	DRUG:BUSPIRONE	CHEMBL49	N05BE01	N	Nervous system
FENFLURAMINE	DRUG:FENFLURAMINE	CHEMBL87493	N03AX26	N	Nervous system
ISOPROTERENOL	DRUG:ISOPROTERENOL	CHEMBL434	C01CA02	C	Cardiovascular system
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	R02AB01	R	Respiratory system
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	S01AA03	S	Sensory organs
NEOMYCIN	DRUG:NEOMYCIN	CHEMBL3989751	S02AA07	S	Sensory organs
NEFOPAM	DRUG:NEFOPAM	CHEMBL465026	N02BG06	N	Nervous system
BRIMONIDINE	DRUG:BRIMONIDINE	CHEMBL844	S01EA05	S	Sensory organs
DIPHENHYDRAMINE	DRUG:DIPHENHYDRAMINE	CHEMBL657	R06AA52	R	Respiratory system
CYCLOBENZAPRINE	DRUG:CYCLOBENZAPRINE	CHEMBL669	M03BX08	M	Musculo-skeletal system
TERBUTALINE	DRUG:TERBUTALINE	CHEMBL1760	R03CC53	R	Respiratory system
TRIHEXYPHENIDYL	DRUG:TRIHEXYPHENIDYL	CHEMBL1490	N04AA01	N	Nervous system
NAFCILLIN	DRUG:NAFCILLIN	CHEMBL1443	J01CF06	J	Antiinfectives for systemic use
PREDNISOLONE	DRUG:PREDNISOLONE	CHEMBL131	S02BA03	S	Sensory organs
TIOCONAZOLE	DRUG:TIOCONAZOLE	CHEMBL1200438	G01AF08	G	Genito-urinary system and sex hormones
PERINDOPRIL	DRUG:PERINDOPRIL	CHEMBL1581	C09AA04	C	Cardiovascular system
BROMOCRIPTINE	DRUG:BROMOCRIPTINE	CHEMBL493	G02CB01	G	Genito-urinary system and sex hormones
BROMOCRIPTINE	DRUG:BROMOCRIPTINE	CHEMBL493	N04BC01	N	Nervous system
CASIMERSEN	DRUG:CASIMERSEN	CHEMBL4297566	M09AX13	M	Musculo-skeletal system
DARIDOREXANT	DRUG:DARIDOREXANT	CHEMBL4297590	N05CJ03	N	Nervous system
PEGUNIGALSIDASE ALFA	DRUG:PEGUNIGALSIDASE ALFA	CHEMBL4297801	A16AB20	A	Alimentary tract and metabolism
TAFASITAMAB	DRUG:TAFASITAMAB	CHEMBL4298047	L01FX12	L	Antineoplastic and immunomodulating agents
METHAMPHETAMINE	DRUG:METHAMPHETAMINE	CHEMBL1201201	N06BA03	N	Nervous system
PHENYLEPHRINE	DRUG:PHENYLEPHRINE	CHEMBL1215	R01AA04	R	Respiratory system
TRIMIPRAMINE	DRUG:TRIMIPRAMINE	CHEMBL644	N06AA06	N	Nervous system
DOSTARLIMAB	DRUG:DOSTARLIMAB	CHEMBL4298124	L01FF07	L	Antineoplastic and immunomodulating agents
GRANISETRON	DRUG:GRANISETRON	CHEMBL289469	A04AA02	A	Alimentary tract and metabolism
HYDROMORPHONE	DRUG:HYDROMORPHONE	CHEMBL398707	N02AA03	N	Nervous system
METHOTREXATE	DRUG:METHOTREXATE	CHEMBL34259	L04AX03	L	Antineoplastic and immunomodulating agents
RAMELTEON	DRUG:RAMELTEON	CHEMBL1218	N05CH02	N	Nervous system
CARTEOLOL	DRUG:CARTEOLOL	CHEMBL839	S01ED05	S	Sensory organs
BACITRACIN	DRUG:BACITRACIN	CHEMBL1200558	J01XX10	J	Antiinfectives for systemic use
BACITRACIN	DRUG:BACITRACIN	CHEMBL1200558	S01AA32	S	Sensory organs
DEFIBROTIDE	DRUG:DEFIBROTIDE	CHEMBL2108396	B01AX01	B	Blood and blood forming organs
TILACTASE	DRUG:TILACTASE	CHEMBL2108793	A09AA04	A	Alimentary tract and metabolism
MITOXANTRONE	DRUG:MITOXANTRONE	CHEMBL58	L01DB07	L	Antineoplastic and immunomodulating agents
NEOSTIGMINE	DRUG:NEOSTIGMINE	CHEMBL278020	S01EB06	S	Sensory organs
EXEMESTANE	DRUG:EXEMESTANE	CHEMBL1200374	L02BG06	L	Antineoplastic and immunomodulating agents
ETHAMBUTOL	DRUG:ETHAMBUTOL	CHEMBL44884	J04AK02	J	Antiinfectives for systemic use
GATIFLOXACIN	DRUG:GATIFLOXACIN	CHEMBL31	S01AE06	S	Sensory organs
POTASSIUM IODIDE	DRUG:POTASSIUM IODIDE	CHEMBL1141	V03AB21	V	Various
DIOSMIN	DRUG:DIOSMIN	CHEMBL231884	C05CA53	C	Cardiovascular system
NETILMICIN	DRUG:NETILMICIN	CHEMBL1572	J01GB07	J	Antiinfectives for systemic use
NETILMICIN	DRUG:NETILMICIN	CHEMBL1572	S01AA23	S	Sensory organs
NATAMYCIN	DRUG:NATAMYCIN	CHEMBL1200656	S01AA10	S	Sensory organs
HYDROCORTISONE	DRUG:HYDROCORTISONE	CHEMBL389621	A07EA02	A	Alimentary tract and metabolism
HYDROCORTISONE	DRUG:HYDROCORTISONE	CHEMBL389621	S01CB03	S	Sensory organs
CHARCOAL, ACTIVATED	DRUG:CHARCOAL, ACTIVATED	CHEMBL2106049	A07BA01	A	Alimentary tract and metabolism
ZIDOVUDINE	DRUG:ZIDOVUDINE	CHEMBL129	J05AF01	J	Antiinfectives for systemic use
BETAMETHASONE	DRUG:BETAMETHASONE	CHEMBL632	D07AC01	D	Dermatologicals
LORACARBEF	DRUG:LORACARBEF	CHEMBL1200610	J01DC08	J	Antiinfectives for systemic use
DORAVIRINE	DRUG:DORAVIRINE	CHEMBL2364608	J05AG06	J	Antiinfectives for systemic use
NITRIC OXIDE	DRUG:NITRIC OXIDE	CHEMBL1200689	R07AX01	R	Respiratory system
MAGNESIUM SULFATE	DRUG:MAGNESIUM SULFATE	CHEMBL3989857	D11AX05	D	Dermatologicals
PALBOCICLIB	DRUG:PALBOCICLIB	CHEMBL189963	L01EF01	L	Antineoplastic and immunomodulating agents
DESLORATADINE	DRUG:DESLORATADINE	CHEMBL1172	R06AX27	R	Respiratory system
LOXAPINE	DRUG:LOXAPINE	CHEMBL831	N05AH01	N	Nervous system
BOCEPREVIR	DRUG:BOCEPREVIR	CHEMBL218394	J05AP03	J	Antiinfectives for systemic use
TISAGENLECLEUCEL	DRUG:TISAGENLECLEUCEL	CHEMBL3301574	L01XL04	L	Antineoplastic and immunomodulating agents
SONIDEGIB	DRUG:SONIDEGIB	CHEMBL2105737	L01XJ02	L	Antineoplastic and immunomodulating agents
OLAPARIB	DRUG:OLAPARIB	CHEMBL521686	L01XK01	L	Antineoplastic and immunomodulating agents
SEVELAMER	DRUG:SEVELAMER	CHEMBL5314349	V03AE02	V	Various
TIBOLONE	DRUG:TIBOLONE	CHEMBL2103774	G03CX01	G	Genito-urinary system and sex hormones
ZINC SULFATE	DRUG:ZINC SULFATE	CHEMBL1200929	A12CB01	A	Alimentary tract and metabolism
CHOLIC ACID	DRUG:CHOLIC ACID	CHEMBL205596	A05AA03	A	Alimentary tract and metabolism
POTASSIUM PERMANGANATE	DRUG:POTASSIUM PERMANGANATE	CHEMBL3833305	V03AB18	V	Various
PHLOROGLUCINOL	DRUG:PHLOROGLUCINOL	CHEMBL473159	A03AX12	A	Alimentary tract and metabolism
CRISABOROLE	DRUG:CRISABOROLE	CHEMBL484785	D11AH06	D	Dermatologicals
VORETIGENE NEPARVOVEC	DRUG:VORETIGENE NEPARVOVEC	CHEMBL3707275	S01XA27	S	Sensory organs
OZANIMOD	DRUG:OZANIMOD	CHEMBL3707247	L04AE02	L	Antineoplastic and immunomodulating agents
OMAVELOXOLONE	DRUG:OMAVELOXOLONE	CHEMBL4303525	N07XX25	N	Nervous system
KETOPROFEN	DRUG:KETOPROFEN	CHEMBL571	M01AE53	M	Musculo-skeletal system
THIOCOLCHICOSIDE	DRUG:THIOCOLCHICOSIDE	CHEMBL213907	M03BX55	M	Musculo-skeletal system
FELODIPINE	DRUG:FELODIPINE	CHEMBL1480	C08CA02	C	Cardiovascular system
TEZEPELUMAB	DRUG:TEZEPELUMAB	CHEMBL3707229	R03DX11	R	Respiratory system
MORPHINE	DRUG:MORPHINE	CHEMBL70	N02AA51	N	Nervous system
LURASIDONE	DRUG:LURASIDONE	CHEMBL1237021	N05AE05	N	Nervous system
BETAXOLOL	DRUG:BETAXOLOL	CHEMBL423	C07AB05	C	Cardiovascular system
ZOPICLONE	DRUG:ZOPICLONE	CHEMBL135400	N05CF01	N	Nervous system
NEFAZODONE	DRUG:NEFAZODONE	CHEMBL623	N06AX06	N	Nervous system
TRAMADOL	DRUG:TRAMADOL	CHEMBL1237044	N02AX02	N	Nervous system
RISANKIZUMAB	DRUG:RISANKIZUMAB	CHEMBL3990029	L04AC18	L	Antineoplastic and immunomodulating agents
ATOGEPANT	DRUG:ATOGEPANT	CHEMBL3991065	N02CD07	N	Nervous system
CAPIVASERTIB	DRUG:CAPIVASERTIB	CHEMBL2325741	L01EX27	L	Antineoplastic and immunomodulating agents
VONOPRAZAN	DRUG:VONOPRAZAN	CHEMBL2079130	A02BC08	A	Alimentary tract and metabolism
RIPRETINIB	DRUG:RIPRETINIB	CHEMBL4216467	L01EX19	L	Antineoplastic and immunomodulating agents
PEMIGATINIB	DRUG:PEMIGATINIB	CHEMBL4297522	L01EN02	L	Antineoplastic and immunomodulating agents
SELINEXOR	DRUG:SELINEXOR	CHEMBL3545185	L01XX66	L	Antineoplastic and immunomodulating agents
ULIPRISTAL	DRUG:ULIPRISTAL	CHEMBL2103846	G03XB02	G	Genito-urinary system and sex hormones
ESKETAMINE	DRUG:ESKETAMINE	CHEMBL395091	N06AX27	N	Nervous system
SATRALIZUMAB	DRUG:SATRALIZUMAB	CHEMBL3833307	L04AC19	L	Antineoplastic and immunomodulating agents
ZOFENOPRIL	DRUG:ZOFENOPRIL	CHEMBL331378	C09AA15	C	Cardiovascular system
AVACINCAPTAD PEGOL	DRUG:AVACINCAPTAD PEGOL	CHEMBL6068573	S01XA32	S	Sensory organs
